geoid,region_type
131350503213,block group
131350503221,block group
131350503222,block group
131350503223,block group
131350503224,block group
131350503231,block group
131350503232,block group
131350503233,block group
131350503241,block group
131350503242,block group
131350503243,block group
131350503251,block group
131350503252,block group
131350503253,block group
131350503261,block group
131350503262,block group
131350503263,block group
131350503271,block group
131350503272,block group
131350503281,block group
131350503282,block group
131350503291,block group
131350503301,block group
131350503302,block group
131350503311,block group
131350503312,block group
131350503321,block group
131350503322,block group
131350503331,block group
131350503332,block group
131350503333,block group
131350503341,block group
131350503342,block group
131350503343,block group
131350503344,block group
131350503351,block group
131350503352,block group
131350503361,block group
131350503362,block group
131350504151,block group
131350504152,block group
131350504153,block group
131350504161,block group
131350504162,block group
131350504163,block group
131350504251,block group
131350504252,block group
131350504253,block group
131350504254,block group
131350504271,block group
131350504272,block group
131350504273,block group
131350504274,block group
131350504301,block group
131350504302,block group
131350504303,block group
131350504304,block group
131350504331,block group
131350504351,block group
131350504352,block group
131350504353,block group
131350504371,block group
131350504372,block group
131350504381,block group
131350504382,block group
131350504383,block group
131350504384,block group
131350504391,block group
131350504401,block group
131350504402,block group
131350504411,block group
131350504412,block group
131350504413,block group
131350504421,block group
131350504422,block group
131350504431,block group
131350504432,block group
131350504441,block group
131350504442,block group
131350504451,block group
131350504452,block group
131350504461,block group
131350504462,block group
131350504463,block group
131350504471,block group
131350504472,block group
131350504481,block group
131350504482,block group
131350504483,block group
131350504491,block group
131350504492,block group
131350504493,block group
131350504501,block group
131350504502,block group
131350504511,block group
131350504512,block group
131350504521,block group
131350504522,block group
131350504531,block group
131350504532,block group
131350504533,block group
131350504541,block group
131350504542,block group
131350504551,block group
131350504561,block group
131350504562,block group
131350504571,block group
131350504572,block group
131350504573,block group
131350504581,block group
131350504582,block group
131350504591,block group
131350504592,block group
131350504601,block group
131350504602,block group
131350504611,block group
131350504612,block group
131350504621,block group
131350504622,block group
131350504623,block group
131350504631,block group
131350504632,block group
131350504641,block group
131350504642,block group
131350504643,block group
131350504651,block group
131350504652,block group
131350504661,block group
131350504662,block group
131350504663,block group
131350505201,block group
131350505202,block group
131350505203,block group
131350505211,block group
131350505212,block group
131350505213,block group
131350505214,block group
131350505221,block group
131350505222,block group
131350505223,block group
131350505261,block group
131350505262,block group
131350505263,block group
131350505264,block group
131350505281,block group
131350505282,block group
131350505291,block group
131350505292,block group
131350505293,block group
131350505301,block group
131350505302,block group
131350505303,block group
131350505304,block group
131350505361,block group
131350505362,block group
131350505363,block group
131350505371,block group
131350505372,block group
131350505373,block group
131350505391,block group
131350505392,block group
131350505393,block group
131350505411,block group
131350505412,block group
131350505413,block group
131350505421,block group
131350505422,block group
131350505423,block group
131350505424,block group
131350505491,block group
131350505492,block group
131350505493,block group
131350505501,block group
131350505502,block group
131350505503,block group
131350505511,block group
131350505512,block group
131350505521,block group
131350505522,block group
131350505531,block group
131350505532,block group
131350505541,block group
131350505542,block group
131350505543,block group
131350505551,block group
131350505552,block group
131350505553,block group
131350505561,block group
131350505562,block group
131350505563,block group
131350505571,block group
131350505572,block group
131350505581,block group
131350505591,block group
131350505592,block group
131350505593,block group
131350505601,block group
131350505602,block group
131350505611,block group
131350505612,block group
131350505613,block group
131350505621,block group
131350505622,block group
131350505631,block group
131350505632,block group
131350505633,block group
131350505641,block group
131350505642,block group
131350505651,block group
131350505652,block group
131350505653,block group
131350505661,block group
131350505662,block group
131350505671,block group
131350505672,block group
131350505681,block group
131350505682,block group
131350505691,block group
131350505692,block group
131350505693,block group
131350505701,block group
131350505702,block group
131350505711,block group
131350505712,block group
131350505713,block group
131350505721,block group
131350505722,block group
131350505731,block group
131350505732,block group
131350505741,block group
131350505742,block group
131350505743,block group
131350505751,block group
131350505752,block group
131350505761,block group
131350505762,block group
131350505771,block group
131350505772,block group
131350505781,block group
131350505782,block group
131350505791,block group
131350505792,block group
131350505793,block group
131350505801,block group
131350505802,block group
131350505811,block group
131350505812,block group
131350505821,block group
131350505831,block group
131350505832,block group
131350505833,block group
131350505841,block group
131350505842,block group
131350505843,block group
131350505844,block group
131350505851,block group
131350505852,block group
131350505853,block group
131350505861,block group
131350505862,block group
131350505863,block group
131350505864,block group
131350505871,block group
131350505872,block group
131350505881,block group
131350505882,block group
131350505891,block group
131350505892,block group
131350505893,block group
131350505901,block group
131350505902,block group
131350505911,block group
131350505912,block group
131350505913,block group
131350506111,block group
131350506112,block group
131350506113,block group
131350506121,block group
131350506122,block group
131350506131,block group
131350506132,block group
131350506133,block group
131350506141,block group
131350506142,block group
131350506151,block group
131350506152,block group
131350506161,block group
131350506162,block group
131350506171,block group
131350506172,block group
131350506173,block group
131350506174,block group
131350506175,block group
131350506181,block group
131350506182,block group
131350506183,block group
131350506191,block group
131350506192,block group
131350506193,block group
131350506201,block group
131350506202,block group
131350506211,block group
131350506212,block group
131350506221,block group
131350506222,block group
131350506223,block group
131350506231,block group
131350506232,block group
131350506233,block group
131350506241,block group
131350506242,block group
131350506251,block group
131350506252,block group
131350506261,block group
131350506262,block group
131350506263,block group
131350506271,block group
131350506272,block group
131350506273,block group
131350506274,block group
131350506281,block group
131350506282,block group
131350506283,block group
131350506291,block group
131350506301,block group
131350506302,block group
131350506311,block group
131350506312,block group
131350506313,block group
131350506314,block group
131350506321,block group
131350506322,block group
131350506331,block group
131350506332,block group
131350506341,block group
131350506342,block group
131350506343,block group
131350506351,block group
131350506352,block group
131350506361,block group
131350506362,block group
131350507151,block group
131350507152,block group
131350507153,block group
131350507154,block group
131350507191,block group
131350507192,block group
131350507193,block group
131350507221,block group
131350507222,block group
131350507251,block group
131350507252,block group
131350507253,block group
131350507254,block group
131350507291,block group
131350507292,block group
131350507293,block group
131350507321,block group
131350507322,block group
131350507331,block group
131350507332,block group
131350507341,block group
131350507342,block group
131350507343,block group
131350507351,block group
131350507352,block group
131350507353,block group
131350507361,block group
131350507362,block group
131350507363,block group
131350507364,block group
131350507371,block group
131350507372,block group
131350507381,block group
131350507382,block group
131350507383,block group
131350507384,block group
131350507391,block group
131350507392,block group
131350507401,block group
131350507411,block group
131350507412,block group
131350507413,block group
131350507421,block group
131350507422,block group
131350507423,block group
131350507431,block group
131350507432,block group
131350507433,block group
131350507441,block group
131350507442,block group
131350507443,block group
131350507444,block group
131350507451,block group
131350507452,block group
131350507461,block group
131350507462,block group
131350507463,block group
131350507464,block group
131350507471,block group
131350507472,block group
131350507481,block group
131350507482,block group
131350507491,block group
131350507492,block group
131350507501,block group
131350507502,block group
131350507503,block group
131350507511,block group
131350507512,block group
131350507521,block group
131350507522,block group
131350507531,block group
131350507532,block group
131350507533,block group
131350507541,block group
131350507542,block group
131350507551,block group
131350507561,block group
131350507562,block group
131350507563,block group
131350507571,block group
131350507572,block group
131350507581,block group
131350507582,block group
131350507591,block group
131350507592,block group
131350507601,block group
131350507602,block group
131350507603,block group
131350507611,block group
131350507612,block group
131350507621,block group
131350507622,block group
131350507623,block group
131350507624,block group
131350507631,block group
131350507632,block group
131350507641,block group
131350507642,block group
131350507651,block group
131350507652,block group
13151,county
13151070109,tract
13151070113,tract
13151070114,tract
13151070115,tract
13151070116,tract
13151070117,tract
13151070118,tract
13151070119,tract
13151070120,tract
13151070121,tract
13151070122,tract
13151070123,tract
13151070124,tract
13151070125,tract
13151070126,tract
13151070127,tract
13151070128,tract
13151070204,tract
13151070206,tract
13151070207,tract
13151070208,tract
13151070209,tract
13151070210,tract
13151070211,tract
13151070212,tract
13151070213,tract
13151070214,tract
13151070215,tract
13151070216,tract
13151070307,tract
13151070310,tract
13151070312,tract
13151070313,tract
13151070314,tract
13151070315,tract
13151070316,tract
13151070317,tract
13151070318,tract
13151070319,tract
13151070320,tract
13151070321,tract
13151070322,tract
13151070323,tract
13151070324,tract
13151070325,tract
13151070405,tract
13151070406,tract
13151070407,tract
13151070408,tract
13151070409,tract
13151070410,tract
13151070411,tract
13151070412,tract
13151070503,tract
13151070504,tract
13151070505,tract
13151070506,tract
13151070507,tract
13151070508,tract
131510701091,block group
131510701092,block group
131510701093,block group
131510701131,block group
131510701132,block group
131510701141,block group
131510701142,block group
131510701143,block group
131510701151,block group
131510701152,block group
131510701161,block group
131510701162,block group
131510701171,block group
131510701172,block group
131510701173,block group
131510701181,block group
131510701182,block group
131510701191,block group
131510701192,block group
131510701193,block group
131510701194,block group
131510701201,block group
131510701202,block group
131510701211,block group
131510701212,block group
131510701221,block group
131510701222,block group
131510701231,block group
131510701241,block group
131510701242,block group
131510701251,block group
131510701252,block group
131510701261,block group
131510701262,block group
131510701271,block group
131510701272,block group
131510701281,block group
131510701282,block group
131510702041,block group
131510702042,block group
131510702043,block group
131510702044,block group
131510702061,block group
131510702062,block group
131510702071,block group
131510702072,block group
131510702081,block group
131510702082,block group
131510702091,block group
131510702092,block group
131510702093,block group
131510702101,block group
131510702102,block group
131510702111,block group
131510702112,block group
131510702113,block group
131510702121,block group
131510702122,block group
131510702123,block group
131510702131,block group
131510702141,block group
131510702142,block group
131510702151,block group
131510702161,block group
131510702162,block group
131510703071,block group
131510703072,block group
131510703073,block group
131510703101,block group
131510703102,block group
131510703103,block group
131510703121,block group
131510703122,block group
131510703123,block group
131510703131,block group
131510703132,block group
131510703133,block group
131510703141,block group
131510703142,block group
131510703143,block group
131510703151,block group
131510703152,block group
131510703153,block group
131510703161,block group
131510703162,block group
131510703171,block group
131510703172,block group
131510703173,block group
131510703181,block group
131510703191,block group
131510703192,block group
131510703201,block group
131510703211,block group
131510703212,block group
131510703221,block group
131510703222,block group
131510703231,block group
131510703232,block group
131510703241,block group
131510703242,block group
131510703251,block group
131510704051,block group
131510704052,block group
131510704061,block group
131510704062,block group
131510704063,block group
131510704071,block group
131510704072,block group
131510704081,block group
131510704082,block group
131510704091,block group
131510704092,block group
131510704093,block group
131510704101,block group
131510704102,block group
131510704103,block group
131510704111,block group
131510704112,block group
131510704113,block group
131510704121,block group
131510704122,block group
131510704123,block group
131510704124,block group
131510705031,block group
131510705032,block group
131510705033,block group
131510705041,block group
131510705051,block group
131510705052,block group
131510705053,block group
131510705061,block group
131510705062,block group
131510705071,block group
131510705081,block group
131510705082,block group
13247,county
13247060101,tract
13247060103,tract
13247060104,tract
13247060201,tract
13247060203,tract
13247060204,tract
13247060305,tract
13247060306,tract
13247060310,tract
13247060311,tract
13247060312,tract
13247060313,tract
13247060314,tract
13247060315,tract
13247060316,tract
13247060317,tract
13247060318,tract
13247060403,tract
13247060406,tract
13247060407,tract
13247060408,tract
13247060409,tract
13247060410,tract
13247060411,tract
132470601011,block group
132470601012,block group
132470601013,block group
132470601031,block group
132470601032,block group
132470601041,block group
132470601042,block group
132470602011,block group
132470602012,block group
132470602013,block group
132470602014,block group
132470602031,block group
132470602032,block group
132470602033,block group
132470602034,block group
132470602041,block group
132470602042,block group
132470602043,block group
132470603051,block group
132470603052,block group
132470603053,block group
132470603054,block group
132470603061,block group
132470603062,block group
132470603063,block group
132470603101,block group
132470603102,block group
132470603103,block group
132470603111,block group
132470603112,block group
132470603121,block group
132470603122,block group
132470603123,block group
132470603131,block group
132470603132,block group
132470603141,block group
132470603142,block group
132470603151,block group
132470603152,block group
132470603161,block group
132470603162,block group
132470603163,block group
132470603171,block group
132470603172,block group
132470603173,block group
132470603181,block group
132470603182,block group
132470604031,block group
132470604032,block group
132470604033,block group
132470604061,block group
132470604062,block group
132470604063,block group
132470604064,block group
132470604071,block group
132470604072,block group
132470604073,block group
132470604081,block group
132470604082,block group
132470604091,block group
132470604092,block group
132470604093,block group
132470604101,block group
132470604102,block group
132470604111,block group
